point cloud with 5689 points in dimension 4
distance matrix with 5689 points
value range: [0,2.82843]
 [0.0943753,0.0945377)
 [0.0943516, )
 [0.0943464,0.147594)
 [0.0943395,0.104114)
 [0.0942553,0.142122)
 [0.0942327,0.107226)
 [0.0942285,0.123439)
 [0.0942279,0.117872)
 [0.0942006,0.150017)
 [0.094189,0.124763)
 [0.0941395,0.0978612)
 [0.0941242,0.276125)
 [0.0941165,0.134624)
 [0.094115,0.145979)
 [0.0941147,0.152397)
 [0.0940953,0.0983407)
 [0.0940906,0.110004)
 [0.0940864,0.159515)
 [0.0940478,0.115208)
 [0.0940431,0.128951)
 [0.0940251,0.106498)
 [0.0940113,0.143144)
 [0.094011,0.119967)
 [0.093985,0.109974)
 [0.0939849,0.102684)
 [0.0939759,0.125357)
 [0.09396,0.0978055)
 [0.0939187,0.118051)
 [0.0938941,0.134399)
 [0.0938937,0.122711)
 [0.093837,0.112408)
 [0.0938291,0.12739)
 [0.0938214,0.0964352)
 [0.0938142,0.12183)
 [0.0937896,0.103357)
 [0.0937806,0.122059)
 [0.093776,0.126357)
 [0.0937736,0.103352)
 [0.0937666,0.0967182)
 [0.0937657,0.11877)
 [0.0937406,0.10977)
 [0.0937376,0.102772)
 [0.0937086,0.107782)
 [0.0936944,0.135045)
 [0.0936873,0.0945939)
 [0.0936869,0.16704)
 [0.0936775,0.111561)
 [0.093671,0.125225)
 [0.0936673,0.101248)
 [0.0936279, )
 [0.0935546,0.108596)
 [0.0935532,0.13642)
 [0.0935428,0.133923)
 [0.0935409,0.107232)
 [0.0934942,0.122641)
 [0.093473,0.0951397)
 [0.0934678,0.104405)
 [0.0934608,0.104465)
 [0.0934567,0.119898)
 [0.0934566,0.122736)
 [0.0934547,0.112544)
 [0.0934412,0.101338)
 [0.0934353,0.0964573)
 [0.0934183,0.11235)
 [0.093401,0.130824)
 [0.0933953,0.212675)
 [0.0933919,0.147228)
 [0.0933629,0.138923)
 [0.0933606,0.0954697)
 [0.0933542,0.102688)
 [0.0933477,0.109972)
 [0.0933305,0.127129)
 [0.0933301,0.112776)
 [0.0933251,0.139512)
 [0.0933167,0.140891)
 [0.0933039,0.153807)
 [0.0932794,0.153611)
 [0.0932787,0.0932975)
 [0.0932459,0.140601)
 [0.0932406,0.137295)
 [0.0932262,0.148961)
 [0.0932036,0.0983841)
 [0.0931891,0.156753)
 [0.0931254,0.102019)
 [0.0930801,0.101358)
 [0.0930264,0.156839)
 [0.0930035,0.116531)
 [0.0930009,0.0948569)
 [0.0929797,0.0953096)
 [0.0929485,0.118189)
 [0.0929357,0.117179)
 [0.0929181,0.0936735)
 [0.0928769,0.106594)
 [0.0928418,0.0935353)
 [0.0928374,0.151527)
 [0.0928226,0.0976508)
 [0.0928134,0.104356)
 [0.0928066,0.118208)
 [0.092792,0.0956579)
 [0.0927847,0.124499)
 [0.0927615,0.153061)
 [0.0927401,0.10656)
 [0.0927391,0.137322)
 [0.0927372,0.123016)
 [0.0927364,0.102506)
 [0.092727,0.117964)
 [0.0926985,0.116386)
 [0.0926819,0.0988953)
 [0.092658,0.143284)
 [0.0926341,0.143024)
 [0.0925929,0.102953)
 [0.0925875,0.143963)
 [0.0925719,0.104647)
 [0.0925701,0.180144)
 [0.0925694,0.101619)
 [0.0925583,0.121669)
 [0.0925261,0.105325)
 [0.0925257,0.097046)
 [0.0924954,0.0940503)
 [0.0924701,0.152991)
 [0.0924634,0.106574)
 [0.0924592,0.108707)
 [0.0924573,0.0983908)
 [0.0924513,0.097106)
 [0.0924484,0.102956)
 [0.0924184,0.107254)
 [0.0924087,0.110161)
 [0.0923939,0.0967336)
 [0.0923907,0.104839)
 [0.0923843,0.0984619)
 [0.0923397,0.101487)
 [0.0923137,0.118479)
 [0.0922761,0.098017)
 [0.0922711,0.104685)
 [0.092264,0.10211)
 [0.092243,0.106451)
 [0.0922408,0.0959125)
 [0.0922152,0.109211)
 [0.0921798,0.133287)
 [0.0921769,0.131661)
 [0.0921395,0.11822)
 [0.0921132,0.0970333)
 [0.0920912,0.134983)
 [0.0920851,0.139598)
 [0.0920795,0.115559)
 [0.0920666,0.0931552)
 [0.0920616,0.129024)
 [0.0920433,0.135864)
 [0.092038,0.0923465)
 [0.0920206,0.168049)
 [0.0920179,0.0969506)
 [0.0920069,0.133102)
 [0.091993,0.106958)
 [0.0919929,0.125664)
 [0.0919348,0.156551)
 [0.0919166,0.146339)
 [0.0917808,0.13472)
 [0.0917797,0.113254)
 [0.0917796,0.12123)
 [0.0917768,0.113988)
 [0.0917639,0.145893)
 [0.0917625,0.167928)
 [0.091762,0.0921178)
 [0.0917557,0.0997479)
 [0.091744,0.146821)
 [0.0917306,0.111374)
 [0.0917226,0.124551)
 [0.0916816,0.134355)
 [0.0916781,0.111786)
 [0.091676,0.10836)
 [0.0916589,0.10381)
 [0.0916381,0.0977829)
 [0.0916225,0.107462)
 [0.0916089,0.121931)
 [0.091583,0.108121)
 [0.0915591,0.107434)
 [0.0915473,0.102669)
 [0.091539,0.125356)
 [0.091515,0.111824)
 [0.0915097,0.154818)
 [0.0914832,0.111205)
 [0.0914578,0.133154)
 [0.0914545,0.0943532)
 [0.0914451,0.0957637)
 [0.0914281,0.151923)
 [0.0914196,0.0987681)
 [0.0914095,0.098558)
 [0.0913661,0.095428)
 [0.0913377,0.108871)
 [0.0913233,0.145132)
 [0.0913187,0.10968)
 [0.0912921,0.103381)
 [0.0912855,0.130689)
 [0.091285,0.109104)
 [0.0912605,0.155671)
 [0.0912433,0.103029)
 [0.0912347,0.0996326)
 [0.0912336,0.140112)
 [0.0912005,0.0925253)
 [0.091185,0.151714)
 [0.091185,0.0950872)
 [0.091169,0.126958)
 [0.0911631,0.147261)
 [0.0911423,0.105143)
 [0.0911115,0.0939886)
 [0.0911103,0.122987)
 [0.0911014,0.0980978)
 [0.0910991,0.0963143)
 [0.0910731,0.102445)
 [0.0910659,0.160337)
 [0.0910461,0.139387)
 [0.0910402,0.155299)
 [0.091022,0.105024)
 [0.0909985,0.102848)
 [0.0909882,0.126903)
 [0.090979,0.0978008)
 [0.0908911,0.143888)
 [0.0908615,0.15524)
 [0.0908588,0.110928)
 [0.0908431,0.12385)
 [0.0908107,0.130261)
 [0.0907779,0.12587)
 [0.0907726,0.135478)
 [0.0907257,0.121791)
 [0.0907232,0.1159)
 [0.0907179,0.158411)
 [0.0906915,0.0910678)
 [0.0906664,0.115584)
 [0.0906651,0.110305)
 [0.0906578,0.113434)
 [0.0906518,0.100898)
 [0.0906457,0.146445)
 [0.0906371,0.0952052)
 [0.0906231,0.099115)
 [0.0906125,0.154053)
 [0.0906074,0.107104)
 [0.0905759,0.12221)
 [0.0905578,0.133707)
 [0.0905481,0.11823)
 [0.0905185,0.138163)
 [0.0904148,0.114531)
 [0.0903834,0.116521)
 [0.0903819,0.122069)
 [0.0903802,0.0906772)
 [0.090364,0.102092)
 [0.090363,0.117199)
 [0.0903477,0.122461)
 [0.090347,0.131766)
 [0.0903347,0.113266)
 [0.0903101,0.0963221)
 [0.0902944,0.109426)
 [0.0902064,0.0981335)
 [0.0901977,0.14845)
 [0.090192,0.157493)
 [0.0901911,0.0923161)
 [0.0901691,0.106869)
 [0.0901659,0.144057)
 [0.0901393,0.0926081)
 [0.0901337,0.150007)
 [0.0901318,0.0961135)
 [0.0901288,0.100282)
 [0.0900965,0.0964158)
 [0.0900911,0.0917126)
 [0.0900839,0.11578)
 [0.0900823,0.110276)
 [0.0900751,0.0978776)
 [0.0900749,0.135938)
 [0.090043,0.095093)
 [0.0900322,0.110558)
 [0.0899889,0.0989487)
 [0.0899319,0.100638)
 [0.089914,0.103296)
 [0.0898917,0.0999888)
 [0.0898767,0.129229)
 [0.0898479,0.112142)
 [0.0898102,0.105081)
 [0.0898091,0.104042)
 [0.0898082,0.0998294)
 [0.0898047,0.11629)
 [0.0898036,0.103364)
 [0.0897875,0.109091)
 [0.0897821,0.106685)
 [0.0897717,0.101958)
 [0.0897058,0.0917848)
 [0.0897016,0.143801)
 [0.0896999,0.142686)
 [0.0896654,0.125631)
 [0.0896273,0.106468)
 [0.0896256,0.129218)
 [0.0896016,0.123251)
 [0.0895943,0.11489)
 [0.0895193,0.116853)
 [0.0894885,0.148001)
 [0.089405,0.105217)
 [0.0894009,0.115003)
 [0.0893934,0.121549)
 [0.089387,0.126404)
 [0.0893504,0.163968)
 [0.0893412,0.106706)
 [0.0893335,0.112766)
 [0.0893097,0.118188)
 [0.0893093,0.0979249)
 [0.0892973,0.0963642)
 [0.0892914,0.0948288)
 [0.0892714,0.145163)
 [0.0891868,0.11694)
 [0.0891359,0.129217)
 [0.0891059,0.119495)
 [0.0890063,0.114386)
 [0.088986,0.124086)
 [0.0889621,0.0965739)
 [0.0889508,0.11152)
 [0.0889461,0.096416)
 [0.0889284,0.0902424)
 [0.0889229,0.102268)
 [0.0889088,0.0925586)
 [0.0888566,0.0941909)
 [0.0888161,0.129786)
 [0.0887983,0.0916865)
 [0.0887932,0.0902331)
 [0.0887817,0.125108)
 [0.0887649,0.103112)
 [0.0887331,0.112483)
 [0.0887303,0.107962)
 [0.0887256,0.107973)
 [0.0887056,0.132742)
 [0.0886686,0.118051)
 [0.0886636,0.124554)
 [0.0886532,0.0936195)
 [0.0886142,0.155549)
 [0.0885988,0.102517)
 [0.0885847,0.0894385)
 [0.0885572,0.104212)
 [0.0885554,0.164392)
 [0.0885492,0.0895899)
 [0.088531,0.111922)
 [0.0884575,0.125077)
 [0.0884283,0.160062)
 [0.0884172,0.0902217)
 [0.0883943,0.104336)
 [0.0883442,0.121856)
 [0.0883052,0.111662)
 [0.0882984,0.133759)
 [0.0882553,0.0892472)
 [0.088248,0.0898049)
 [0.0882307,0.088601)
 [0.08818,0.101975)
 [0.088141,0.102649)
 [0.0881145,0.0907267)
 [0.088106,0.106131)
 [0.0880793,0.118325)
 [0.0880636,0.104686)
 [0.0880633,0.135869)
 [0.0880313,0.0961174)
 [0.0880308,0.100247)
 [0.088001,0.158894)
 [0.0879223,0.0983794)
 [0.0879184,0.0907153)
 [0.0879048,0.128545)
 [0.0878845,0.111957)
 [0.0878804,0.113991)
 [0.087848,0.0924308)
 [0.0878234,0.0962872)
 [0.0878162,0.129501)
 [0.087796,0.129743)
 [0.0877476,0.12967)
 [0.0877424,0.0904241)
 [0.0877273,0.101022)
 [0.087718,0.0893522)
 [0.0877025,0.0950561)
 [0.0876793,0.0919882)
 [0.0876162,0.0882073)
 [0.087594,0.0952222)
 [0.0874766,0.101631)
 [0.0874473,0.105187)
 [0.0874043,0.0926376)
 [0.0873704,0.101312)
 [0.0873701,0.109977)
 [0.0873641,0.106952)
 [0.0873453,0.105514)
 [0.0873204,0.098836)
 [0.0873089,0.125151)
 [0.0873046,0.114911)
 [0.0872882,0.0877078)
 [0.0872635,0.114405)
 [0.0872615,0.0879861)
 [0.0872321,0.103666)
 [0.0872263,0.115002)
 [0.0871324,0.0914524)
 [0.0871283,0.100612)
 [0.0871121,0.119829)
 [0.0870819,0.115875)
 [0.0870501,0.112404)
 [0.0870469,0.0937213)
 [0.0870137,0.0910939)
 [0.0870118,0.0963468)
 [0.0870013,0.125092)
 [0.0869716,0.130427)
 [0.0869705,0.0991434)
 [0.0869648,0.106628)
 [0.0869434,0.114993)
 [0.0869415,0.143339)
 [0.0869213,0.114925)
 [0.0868226,0.12686)
 [0.0867767,0.0979837)
 [0.0867376,0.114423)
 [0.0867295,0.104962)
 [0.0867251,0.0938975)
 [0.086705,0.127001)
 [0.0866914,0.137736)
 [0.0866865,0.120428)
 [0.0866709,0.0874449)
 [0.0866637,0.103811)
 [0.0866495,0.0866685)
 [0.0866339,0.0973686)
 [0.0865915,0.0956311)
 [0.08658,0.127631)
 [0.0865668,0.111027)
 [0.0864927,0.0944965)
 [0.0864811,0.158394)
 [0.0864661,0.0885935)
 [0.0864338,0.157787)
 [0.0864299,0.0954256)
 [0.0864296,0.102587)
 [0.0864292,0.0891974)
 [0.0864046,0.116728)
 [0.0863741,0.0904848)
 [0.0863676,0.0970161)
 [0.0863521,0.089574)
 [0.0863513,0.0947908)
 [0.0863107,0.110389)
 [0.0862858,0.142077)
 [0.0862761,0.09539)
 [0.0862691,0.115629)
 [0.0862195,0.139568)
 [0.0861961,0.113702)
 [0.0861746,0.124261)
 [0.0861591,0.145905)
 [0.0861535,0.0919622)
 [0.0861489,0.0977144)
 [0.0861479,0.130101)
 [0.0860963,0.0986379)
 [0.0860876,0.111319)
 [0.0860696,0.0870174)
 [0.0860555,0.102049)
 [0.086051,0.10031)
 [0.0860451,0.101284)
 [0.0860367,0.102973)
 [0.0860297,0.092857)
 [0.0859895,0.090726)
 [0.0859877,0.0882232)
 [0.085974,0.108099)
 [0.0859513,0.116966)
 [0.0859159,0.152372)
 [0.0859145,0.0910024)
 [0.0859029,0.0916968)
 [0.085818,0.0881864)
 [0.0857726,0.086913)
 [0.0857659,0.103008)
 [0.0857654,0.119412)
 [0.0857021,0.128604)
 [0.0856824,0.114651)
 [0.0856679,0.136452)
 [0.0856518,0.116725)
 [0.0855554,0.104288)
 [0.0855242,0.114445)
 [0.0855177,0.102659)
 [0.0855142,0.101506)
 [0.0855107,0.136438)
 [0.0854318,0.117883)
 [0.0853932,0.0902158)
 [0.0853862,0.0977092)
 [0.0853505,0.0903326)
 [0.0853376,0.109198)
 [0.0853374,0.0882255)
 [0.0853371,0.119453)
 [0.0852199,0.0937484)
 [0.085174,0.114591)
 [0.0851074,0.0909563)
 [0.0851059,0.161016)
 [0.0850912,0.125809)
 [0.0850826,0.0858001)
 [0.0850626,0.113371)
 [0.0850441,0.0950046)
 [0.0850432,0.0992019)
 [0.0850192,0.0906544)
 [0.0849961,0.0982716)
 [0.0849806,0.1014)
 [0.0849648,0.102022)
 [0.0849227,0.0960546)
 [0.0849116,0.0852914)
 [0.0849005,0.114158)
 [0.0848263,0.0969269)
 [0.0847638,0.12939)
 [0.0847413,0.128644)
 [0.0847233,0.11356)
 [0.0846158,0.106232)
 [0.0846128,0.0941742)
 [0.0845809,0.10922)
 [0.0845502,0.0920316)
 [0.0845188,0.0950469)
 [0.0844969,0.103045)
 [0.0844598,0.107233)
 [0.0844368,0.0917686)
 [0.0843914,0.0988691)
 [0.0843775,0.164314)
 [0.0843381,0.0916918)
 [0.0842847,0.115146)
 [0.0841711,0.0948181)
 [0.0841644,0.0945157)
 [0.0840876,0.107635)
 [0.0839465,0.106052)
 [0.0839388,0.101707)
 [0.083932,0.0859046)
 [0.0839176,0.12088)
 [0.0838878,0.0861063)
 [0.0838814,0.118334)
 [0.0838379,0.145806)
 [0.0837979,0.094643)
 [0.0837503,0.0935517)
 [0.0837428,0.128502)
 [0.083735,0.109983)
 [0.083734,0.131333)
 [0.0836861,0.122247)
 [0.0836827,0.088996)
 [0.0836684,0.110398)
 [0.0836071,0.085301)
 [0.0835473,0.112705)
 [0.0835149,0.105086)
 [0.0835048,0.136179)
 [0.0834704,0.0986613)
 [0.0834292,0.104994)
 [0.0833378,0.10502)
 [0.0832995,0.11675)
 [0.0832446,0.101645)
 [0.0832358,0.102281)
 [0.0831766,0.0920738)
 [0.0830843,0.120162)
 [0.083072,0.107775)
 [0.0830599,0.108553)
 [0.0830493,0.100942)
 [0.0830292,0.12835)
 [0.0830119,0.0903176)
 [0.0830002,0.123606)
 [0.0829824,0.171019)
 [0.0829652,0.106609)
 [0.0828562,0.0931461)
 [0.0828119,0.0849487)
 [0.0827971,0.125295)
 [0.0827747,0.127705)
 [0.0827426,0.0949701)
 [0.0827404,0.0843246)
 [0.0826324,0.111024)
 [0.0826017,0.107488)
 [0.0825905,0.0863638)
 [0.08257,0.091016)
 [0.0825458,0.128099)
 [0.0825353,0.134051)
 [0.0825186,0.10893)
 [0.0824449,0.0953679)
 [0.0824191,0.0883135)
 [0.0823282,0.0842891)
 [0.082321,0.100926)
 [0.0822272,0.11973)
 [0.0821408,0.145212)
 [0.0821123,0.14505)
 [0.0820788,0.110413)
 [0.0819745,0.0925201)
 [0.0819648,0.0975526)
 [0.0819638,0.103413)
 [0.0819113,0.0961016)
 [0.0819017,0.115352)
 [0.0818545,0.0914852)
 [0.0818207,0.0955591)
 [0.0818122,0.0998507)
 [0.0818054,0.102495)
 [0.0818021,0.119602)
 [0.0817924,0.093928)
 [0.0817752,0.100496)
 [0.0817729,0.116519)
 [0.0817608,0.0878379)
 [0.0816447,0.104854)
 [0.0816368,0.109743)
 [0.0816057,0.0932921)
 [0.0815599,0.0854012)
 [0.0815574,0.0904803)
 [0.0815525,0.102504)
 [0.0815052,0.0980527)
 [0.0814665,0.102328)
 [0.0813749,0.0831514)
 [0.0813199,0.119111)
 [0.0813096,0.0970587)
 [0.0812216,0.106234)
 [0.0812214,0.111821)
 [0.0810978,0.0951182)
 [0.0810734,0.101943)
 [0.0810349,0.121839)
 [0.0810167,0.0887733)
 [0.0809962,0.105099)
 [0.0809494,0.106163)
 [0.0809283,0.0968309)
 [0.080892,0.0922613)
 [0.0808851,0.112387)
 [0.0808012,0.120031)
 [0.0807763,0.111433)
 [0.0807204,0.0815442)
 [0.0806962,0.0917455)
 [0.0806711,0.102959)
 [0.0806444,0.0935252)
 [0.0805906,0.0888357)
 [0.0805453,0.0882912)
 [0.080516,0.0907837)
 [0.0805115,0.0922991)
 [0.0804832,0.0903436)
 [0.0803984,0.113988)
 [0.0803524,0.0927091)
 [0.0803412,0.135077)
 [0.080295,0.134859)
 [0.0802599,0.0815705)
 [0.0802521,0.093008)
 [0.0802313,0.103554)
 [0.0801837,0.140475)
 [0.080178,0.0881365)
 [0.0801667,0.114598)
 [0.0800669,0.0950035)
 [0.0800091,0.118723)
 [0.0799474,0.0950194)
 [0.0799121,0.109647)
 [0.0798736,0.087682)
 [0.0798476,0.0816826)
 [0.079813,0.115587)
 [0.0798019,0.120634)
 [0.0797433,0.116508)
 [0.0796703,0.105293)
 [0.0796391,0.122282)
 [0.0795683,0.0875889)
 [0.0794934,0.124826)
 [0.0794652,0.114943)
 [0.0793965,0.0923573)
 [0.0793772,0.0934016)
 [0.0792237,0.0879149)
 [0.0791677,0.080593)
 [0.0791273,0.13842)
 [0.0789661,0.097103)
 [0.0788983,0.120384)
 [0.0788561,0.0819035)
 [0.0788472,0.088934)
 [0.0787487,0.0939774)
 [0.078676,0.105698)
 [0.0786559,0.129433)
 [0.0785633,0.0970908)
 [0.0785449,0.0920993)
 [0.0785259,0.0803389)
 [0.0784702,0.0854116)
 [0.0784326,0.0900553)
 [0.0784198,0.0806258)
 [0.0783992,0.0920568)
 [0.0783223,0.135284)
 [0.0782647,0.105718)
 [0.0782409,0.0819906)
 [0.0781545,0.118879)
 [0.0779984,0.117877)
 [0.0779228,0.0836895)
 [0.0778423,0.102187)
 [0.0778182,0.100882)
 [0.0777832,0.11853)
 [0.077681,0.132838)
 [0.0775919,0.117465)
 [0.0774781,0.118412)
 [0.0773289,0.0785722)
 [0.0773186,0.0833672)
 [0.0773115,0.0908867)
 [0.077296,0.0833532)
 [0.0771102,0.114466)
 [0.0769572,0.0915371)
 [0.0768913,0.0773041)
 [0.076881,0.111506)
 [0.0768538,0.109173)
 [0.0767877,0.0797752)
 [0.0767649,0.085641)
 [0.0766746,0.100024)
 [0.0766708,0.0873365)
 [0.0766392,0.082189)
 [0.0765353,0.0850308)
 [0.0762606,0.0936299)
 [0.0762523,0.0841261)
 [0.0762166,0.0915048)
 [0.0762024,0.096483)
 [0.0761033,0.0784536)
 [0.0760503,0.102389)
 [0.0760413,0.120327)
 [0.0759957,0.0896474)
 [0.075828,0.0864888)
 [0.0758016,0.0804872)
 [0.0757504,0.122177)
 [0.0756233,0.0952905)
 [0.075587,0.0866497)
 [0.0751128,0.0823952)
 [0.0750176,0.101304)
 [0.0747842,0.0847297)
 [0.074746,0.0844572)
 [0.0746661,0.0906648)
 [0.0746396,0.113454)
 [0.0746265,0.105075)
 [0.0744502,0.114064)
 [0.0744126,0.0897012)
 [0.0742929,0.0973767)
 [0.0741505,0.0803084)
 [0.0737282,0.0757342)
 [0.0737167,0.0780846)
 [0.0734955,0.106967)
 [0.0734827,0.105566)
 [0.0733144,0.0742914)
 [0.0732009,0.0805182)
 [0.0730312,0.0764442)
 [0.0729081,0.0758374)
 [0.0728769,0.0918174)
 [0.0728436,0.118697)
 [0.0723983,0.100013)
 [0.0723049,0.0948897)
 [0.0720491,0.0869424)
 [0.0719517,0.0908704)
 [0.0719048,0.0797579)
 [0.0715498,0.0806727)
 [0.071488,0.0910737)
 [0.071363,0.119259)
 [0.0712307,0.0756841)
 [0.0707164,0.0746315)
 [0.0705456,0.106901)
 [0.0700696,0.0974416)
 [0.0698529,0.0757359)
 [0.0695129,0.0721359)
 [0.0693444,0.0729154)
 [0.0686079,0.0693633)
 [0.0683179,0.0774666)
 [0.0681843,0.0758394)
 [0.0679966,0.0848107)
 [0.0677309,0.0918006)
 [0.0675601,0.0683039)
 [0.0673579,0.0827701)
 [0.065659,0.0673297)
 [0.0652732,0.0705177)
 [0.0646572,0.0660009)
 [0.0641633,0.0747849)
 [0.0640337,0.0811816)
 [0.0627794,0.0710472)
 [0.0623677,0.0645277)
 [0.0623049,0.0774468)
 [0.0617289,0.0724833)
 [0.0607171,0.0616439)
 [0.0563315,0.0594338)
 [0.0557639,0.0626019)
 [0.0554973,0.0628021)
 [0.0518865,0.0591871)
 [0.0478808,0.0551996)
 [0.0427034,0.0565004)
persistence intervals in dim 2:
 [0.320758, )
 [0.259872,0.266956)
 [0.154353,0.159179)
 [0.149088,0.150253)
 [0.147922,0.148418)
 [0.146331,0.146518)
 [0.123237,0.123786)
