point cloud with 13904 points in dimension 3
distance matrix with 13904 points
value range: [0.00183932,8.49817]
 [0,0.0627777)
 [0,0.0627821)
 [0,0.0627838)
 [0,0.0627923)
 [0,0.062803)
 [0,0.0628091)
 [0,0.0628106)
 [0,0.0628175)
 [0,0.0628193)
 [0,0.0628199)
 [0,0.0628222)
 [0,0.0628239)
 [0,0.0628265)
 [0,0.062831)
 [0,0.0628315)
 [0,0.0628393)
 [0,0.0628416)
 [0,0.0628463)
 [0,0.0628495)
 [0,0.0628507)
 [0,0.0628697)
 [0,0.0628843)
 [0,0.062885)
 [0,0.0628905)
 [0,0.0629068)
 [0,0.0629133)
 [0,0.0629158)
 [0,0.0629159)
 [0,0.0629252)
 [0,0.0629262)
 [0,0.0629263)
 [0,0.0629276)
 [0,0.0629279)
 [0,0.0629477)
 [0,0.0629522)
 [0,0.0629568)
 [0,0.0629587)
 [0,0.0629635)
 [0,0.0629758)
 [0,0.0629762)
 [0,0.0629771)
 [0,0.0629835)
 [0,0.0629861)
 [0,0.0629933)
 [0,0.0629986)
 [0,0.0629996)
 [0,0.0630055)
 [0,0.063016)
 [0,0.0630191)
 [0,0.0630213)
 [0,0.063023)
 [0,0.0630241)
 [0,0.0630268)
 [0,0.0630276)
 [0,0.0630279)
 [0,0.0630291)
 [0,0.0630297)
 [0,0.0630315)
 [0,0.0630359)
 [0,0.0630451)
 [0,0.0630462)
 [0,0.0630509)
 [0,0.0630537)
 [0,0.0630655)
 [0,0.0630686)
 [0,0.0630687)
 [0,0.0630692)
 [0,0.0630744)
 [0,0.0630746)
 [0,0.0630765)
 [0,0.0630787)
 [0,0.0630851)
 [0,0.0630904)
 [0,0.0630908)
 [0,0.063094)
 [0,0.0630953)
 [0,0.0630962)
 [0,0.0630965)
 [0,0.0630994)
 [0,0.0631001)
 [0,0.063103)
 [0,0.0631055)
 [0,0.0631063)
 [0,0.0631091)
 [0,0.0631148)
 [0,0.0631191)
 [0,0.0631457)
 [0,0.0631464)
 [0,0.0631474)
 [0,0.0631516)
 [0,0.0631521)
 [0,0.0631523)
 [0,0.0631551)
 [0,0.0631563)
 [0,0.0631576)
 [0,0.063163)
 [0,0.0631647)
 [0,0.0631707)
 [0,0.0631764)
 [0,0.0631764)
 [0,0.0631821)
 [0,0.0631822)
 [0,0.0631834)
 [0,0.0631869)
 [0,0.0631967)
 [0,0.0631977)
 [0,0.0632015)
 [0,0.0632068)
 [0,0.0632239)
 [0,0.0632285)
 [0,0.0632384)
 [0,0.0632423)
 [0,0.063244)
 [0,0.0632464)
 [0,0.0632465)
 [0,0.0632547)
 [0,0.0632745)
 [0,0.0632752)
 [0,0.0632806)
 [0,0.0632922)
 [0,0.0632958)
 [0,0.0632977)
 [0,0.0632987)
 [0,0.0633039)
 [0,0.0633131)
 [0,0.0633133)
 [0,0.0633202)
 [0,0.0633262)
 [0,0.0633339)
 [0,0.063338)
 [0,0.0633386)
 [0,0.063344)
 [0,0.0633491)
 [0,0.0633496)
 [0,0.0633503)
 [0,0.0633511)
 [0,0.0633512)
 [0,0.0633542)
 [0,0.0633561)
 [0,0.0633592)
 [0,0.0633615)
 [0,0.0633687)
 [0,0.0633717)
 [0,0.0633723)
 [0,0.0633728)
 [0,0.0633792)
 [0,0.0633809)
 [0,0.0633811)
 [0,0.0633832)
 [0,0.0633833)
 [0,0.0633906)
 [0,0.0633914)
 [0,0.0633972)
 [0,0.0634031)
 [0,0.0634042)
 [0,0.0634048)
 [0,0.0634072)
 [0,0.0634172)
 [0,0.0634208)
 [0,0.0634217)
 [0,0.06343)
 [0,0.0634317)
 [0,0.0634325)
 [0,0.0634427)
 [0,0.0634466)
 [0,0.0634504)
 [0,0.0634509)
 [0,0.0634517)
 [0,0.0634568)
 [0,0.0634583)
 [0,0.0634588)
 [0,0.0634667)
 [0,0.0634717)
 [0,0.0634724)
 [0,0.0634755)
 [0,0.0634803)
 [0,0.063487)
 [0,0.0634904)
 [0,0.0634965)
 [0,0.0634999)
 [0,0.0635015)
 [0,0.0635042)
 [0,0.0635067)
 [0,0.0635093)
 [0,0.0635149)
 [0,0.0635153)
 [0,0.0635198)
 [0,0.0635315)
 [0,0.0635323)
 [0,0.0635351)
 [0,0.0635373)
 [0,0.0635394)
 [0,0.0635396)
 [0,0.0635437)
 [0,0.0635447)
 [0,0.0635481)
 [0,0.0635501)
 [0,0.0635506)
 [0,0.0635533)
 [0,0.0635574)
 [0,0.0635588)
 [0,0.0635648)
 [0,0.0635685)
 [0,0.0635703)
 [0,0.0635735)
 [0,0.0635755)
 [0,0.0635812)
 [0,0.0635832)
 [0,0.0635853)
 [0,0.0635855)
 [0,0.063587)
 [0,0.0635922)
 [0,0.0635975)
 [0,0.0635982)
 [0,0.0636046)
 [0,0.0636053)
 [0,0.0636069)
 [0,0.0636075)
 [0,0.0636114)
 [0,0.0636121)
 [0,0.0636171)
 [0,0.0636253)
 [0,0.0636279)
 [0,0.0636368)
 [0,0.0636406)
 [0,0.0636655)
 [0,0.0636669)
 [0,0.0636683)
 [0,0.0636732)
 [0,0.0636739)
 [0,0.0636764)
 [0,0.0636906)
 [0,0.0637158)
 [0,0.0637164)
 [0,0.0637196)
 [0,0.0637354)
 [0,0.0637381)
 [0,0.0637429)
 [0,0.0637566)
 [0,0.0637576)
 [0,0.0637585)
 [0,0.063762)
 [0,0.0637708)
 [0,0.0637716)
 [0,0.0637747)
 [0,0.0637753)
 [0,0.0637763)
 [0,0.0637957)
 [0,0.0637959)
 [0,0.0637999)
 [0,0.0638005)
 [0,0.0638118)
 [0,0.0638163)
 [0,0.0638236)
 [0,0.0638447)
 [0,0.0638491)
 [0,0.06385)
 [0,0.0638541)
 [0,0.0638679)
 [0,0.0638687)
 [0,0.0638832)
 [0,0.063885)
 [0,0.0638859)
 [0,0.063887)
 [0,0.063891)
 [0,0.0638917)
 [0,0.063893)
 [0,0.0639037)
 [0,0.0639044)
 [0,0.0639053)
 [0,0.0639128)
 [0,0.0639149)
 [0,0.0639162)
 [0,0.0639177)
 [0,0.0639234)
 [0,0.0639262)
 [0,0.0639333)
 [0,0.0639346)
 [0,0.0639364)
 [0,0.0639377)
 [0,0.0639437)
 [0,0.0639519)
 [0,0.0639643)
 [0,0.0639648)
 [0,0.063966)
 [0,0.0639673)
 [0,0.0639833)
 [0,0.0639846)
 [0,0.0639908)
 [0,0.063998)
 [0,0.0640013)
 [0,0.0640027)
 [0,0.0640069)
 [0,0.0640081)
 [0,0.0640123)
 [0,0.0640132)
 [0,0.0640163)
 [0,0.0640198)
 [0,0.0640231)
 [0,0.0640243)
 [0,0.0640268)
 [0,0.0640304)
 [0,0.0640345)
 [0,0.064041)
 [0,0.0640451)
 [0,0.0640529)
 [0,0.0640609)
 [0,0.0640619)
 [0,0.0640625)
 [0,0.0640675)
 [0,0.0640693)
 [0,0.0640722)
 [0,0.0640722)
 [0,0.0640776)
 [0,0.0640783)
 [0,0.0640789)
 [0,0.0640818)
 [0,0.064086)
 [0,0.0640865)
 [0,0.0640885)
 [0,0.0640904)
 [0,0.0640909)
 [0,0.0640915)
 [0,0.064098)
 [0,0.0640999)
 [0,0.0641017)
 [0,0.0641066)
 [0,0.0641122)
 [0,0.0641174)
 [0,0.0641189)
 [0,0.0641199)
 [0,0.0641225)
 [0,0.064124)
 [0,0.0641248)
 [0,0.0641259)
 [0,0.064126)
 [0,0.064128)
 [0,0.064131)
 [0,0.0641318)
 [0,0.0641411)
 [0,0.0641428)
 [0,0.0641433)
 [0,0.064146)
 [0,0.0641469)
 [0,0.0641495)
 [0,0.0641499)
 [0,0.0641518)
 [0,0.0641534)
 [0,0.0641563)
 [0,0.064165)
 [0,0.0641696)
 [0,0.0641711)
 [0,0.0641725)
 [0,0.0641854)
 [0,0.0641869)
 [0,0.0641874)
 [0,0.0641876)
 [0,0.0641897)
 [0,0.0641942)
 [0,0.0641943)
 [0,0.0641969)
 [0,0.0642023)
 [0,0.064206)
 [0,0.0642061)
 [0,0.0642105)
 [0,0.0642196)
 [0,0.0642215)
 [0,0.0642229)
 [0,0.0642244)
 [0,0.0642293)
 [0,0.0642372)
 [0,0.0642373)
 [0,0.0642387)
 [0,0.0642397)
 [0,0.0642398)
 [0,0.0642525)
 [0,0.0642536)
 [0,0.0642594)
 [0,0.0642611)
 [0,0.0642676)
 [0,0.0642676)
 [0,0.0642691)
 [0,0.0642691)
 [0,0.0642786)
 [0,0.064283)
 [0,0.0642839)
 [0,0.0642939)
 [0,0.0642965)
 [0,0.0643051)
 [0,0.064308)
 [0,0.0643201)
 [0,0.0643253)
 [0,0.0643272)
 [0,0.0643293)
 [0,0.0643319)
 [0,0.0643328)
 [0,0.0643369)
 [0,0.0643381)
 [0,0.0643392)
 [0,0.0643429)
 [0,0.0643448)
 [0,0.0643566)
 [0,0.064359)
 [0,0.0643654)
 [0,0.0643763)
 [0,0.0643786)
 [0,0.0643795)
 [0,0.0643798)
 [0,0.0643832)
 [0,0.0643881)
 [0,0.0643898)
 [0,0.0643968)
 [0,0.0643975)
 [0,0.0643992)
 [0,0.0644031)
 [0,0.0644104)
 [0,0.0644107)
 [0,0.0644145)
 [0,0.0644206)
 [0,0.0644265)
 [0,0.0644281)
 [0,0.0644297)
 [0,0.0644305)
 [0,0.0644311)
 [0,0.0644363)
 [0,0.0644421)
 [0,0.0644484)
 [0,0.0644528)
 [0,0.0644531)
 [0,0.0644545)
 [0,0.0644563)
 [0,0.0644579)
 [0,0.0644583)
 [0,0.0644593)
 [0,0.0644614)
 [0,0.0644646)
 [0,0.064474)
 [0,0.0644753)
 [0,0.0644779)
 [0,0.0644838)
 [0,0.0645021)
 [0,0.0645026)
 [0,0.0645044)
 [0,0.0645069)
 [0,0.0645071)
 [0,0.0645134)
 [0,0.0645187)
 [0,0.0645232)
 [0,0.0645274)
 [0,0.064528)
 [0,0.0645297)
 [0,0.0645376)
 [0,0.0645495)
 [0,0.0645531)
 [0,0.0645552)
 [0,0.0645583)
 [0,0.0645597)
 [0,0.0645655)
 [0,0.064572)
 [0,0.0645737)
 [0,0.0645765)
 [0,0.0645774)
 [0,0.0645786)
 [0,0.0645788)
 [0,0.0645807)
 [0,0.0645812)
 [0,0.0645899)
 [0,0.0645909)
 [0,0.0645918)
 [0,0.0645929)
 [0,0.0645945)
 [0,0.0646001)
 [0,0.0646034)
 [0,0.0646044)
 [0,0.0646062)
 [0,0.0646141)
 [0,0.0646141)
 [0,0.0646147)
 [0,0.0646202)
 [0,0.0646225)
 [0,0.0646248)
 [0,0.0646254)
 [0,0.0646282)
 [0,0.0646298)
 [0,0.0646376)
 [0,0.0646456)
 [0,0.0646462)
 [0,0.0646574)
 [0,0.064659)
 [0,0.0646616)
 [0,0.0646623)
 [0,0.0646642)
 [0,0.0646661)
 [0,0.0646674)
 [0,0.0646781)
 [0,0.0646795)
 [0,0.0646817)
 [0,0.0646838)
 [0,0.0646854)
 [0,0.0646857)
 [0,0.0646862)
 [0,0.0646874)
 [0,0.0646946)
 [0,0.0646946)
 [0,0.0646992)
 [0,0.0647021)
 [0,0.0647078)
 [0,0.0647096)
 [0,0.0647131)
 [0,0.0647131)
 [0,0.0647208)
 [0,0.0647226)
 [0,0.0647231)
 [0,0.0647231)
 [0,0.0647309)
 [0,0.0647365)
 [0,0.0647395)
 [0,0.0647399)
 [0,0.0647478)
 [0,0.0647493)
 [0,0.0647535)
 [0,0.0647555)
 [0,0.0647584)
 [0,0.064769)
 [0,0.0647747)
 [0,0.0647776)
 [0,0.0647817)
 [0,0.0647838)
 [0,0.0647919)
 [0,0.064795)
 [0,0.0647982)
 [0,0.0647985)
 [0,0.0648006)
 [0,0.0648014)
 [0,0.0648014)
 [0,0.0648064)
 [0,0.0648078)
 [0,0.0648106)
 [0,0.0648126)
 [0,0.0648176)
 [0,0.0648223)
 [0,0.0648233)
 [0,0.0648369)
 [0,0.0648372)
 [0,0.0648464)
 [0,0.0648511)
 [0,0.0648534)
 [0,0.0648547)
 [0,0.0648568)
 [0,0.0648598)
 [0,0.0648604)
 [0,0.0648644)
 [0,0.0648645)
 [0,0.0648697)
 [0,0.0648711)
 [0,0.0648885)
 [0,0.0648977)
 [0,0.0649018)
 [0,0.0649063)
 [0,0.0649073)
 [0,0.0649085)
 [0,0.0649102)
 [0,0.0649115)
 [0,0.0649148)
 [0,0.0649157)
 [0,0.0649184)
 [0,0.0649245)
 [0,0.0649246)
 [0,0.0649294)
 [0,0.0649304)
 [0,0.0649314)
 [0,0.0649452)
 [0,0.0649564)
 [0,0.0649612)
 [0,0.0649623)
 [0,0.0649669)
 [0,0.0649672)
 [0,0.064969)
 [0,0.0649709)
 [0,0.0649876)
 [0,0.0649883)
 [0,0.0649952)
 [0,0.0649959)
 [0,0.0649961)
 [0,0.0649967)
 [0,0.0649982)
 [0,0.0650001)
 [0,0.0650031)
 [0,0.065006)
 [0,0.0650072)
 [0,0.0650082)
 [0,0.0650092)
 [0,0.0650155)
 [0,0.0650192)
 [0,0.0650202)
 [0,0.0650208)
 [0,0.0650213)
 [0,0.065022)
 [0,0.0650221)
 [0,0.0650223)
 [0,0.0650235)
 [0,0.0650252)
 [0,0.0650264)
 [0,0.0650283)
 [0,0.0650322)
 [0,0.0650324)
 [0,0.0650414)
 [0,0.0650438)
 [0,0.0650451)
 [0,0.0650494)
 [0,0.0650506)
 [0,0.0650506)
 [0,0.0650515)
 [0,0.0650574)
 [0,0.0650574)
 [0,0.0650591)
 [0,0.0650628)
 [0,0.0650649)
 [0,0.0650651)
 [0,0.065067)
 [0,0.065068)
 [0,0.0650689)
 [0,0.0650705)
 [0,0.0650716)
 [0,0.0650719)
 [0,0.0650739)
 [0,0.0650768)
 [0,0.0650822)
 [0,0.0650859)
 [0,0.0650903)
 [0,0.0650916)
 [0,0.0651021)
 [0,0.0651027)
 [0,0.0651028)
 [0,0.0651033)
 [0,0.0651039)
 [0,0.0651053)
 [0,0.0651099)
 [0,0.0651104)
 [0,0.0651148)
 [0,0.0651239)
 [0,0.065125)
 [0,0.0651279)
 [0,0.0651287)
 [0,0.0651291)
 [0,0.0651302)
 [0,0.065136)
 [0,0.0651362)
 [0,0.0651377)
 [0,0.0651473)
 [0,0.0651497)
 [0,0.0651499)
 [0,0.0651503)
 [0,0.0651516)
 [0,0.0651533)
 [0,0.0651539)
 [0,0.0651545)
 [0,0.0651572)
 [0,0.0651596)
 [0,0.0651626)
 [0,0.0651657)
 [0,0.0651677)
 [0,0.0651689)
 [0,0.0651692)
 [0,0.0651702)
 [0,0.0651709)
 [0,0.0651717)
 [0,0.0651717)
 [0,0.0651724)
 [0,0.0651725)
 [0,0.0651726)
 [0,0.0651735)
 [0,0.0651762)
 [0,0.0651779)
 [0,0.0651794)
 [0,0.0651813)
 [0,0.0651845)
 [0,0.0651862)
 [0,0.0651901)
 [0,0.065191)
 [0,0.0651936)
 [0,0.065194)
 [0,0.0651972)
 [0,0.0651993)
 [0,0.0652039)
 [0,0.0652043)
 [0,0.0652066)
 [0,0.0652083)
 [0,0.0652103)
 [0,0.0652123)
 [0,0.0652148)
 [0,0.0652168)
 [0,0.0652175)
 [0,0.0652184)
 [0,0.0652192)
 [0,0.0652196)
 [0,0.0652314)
 [0,0.0652323)
 [0,0.0652333)
 [0,0.0652352)
 [0,0.0652394)
 [0,0.0652399)
 [0,0.065246)
 [0,0.0652515)
 [0,0.0652557)
 [0,0.0652568)
 [0,0.0652614)
 [0,0.0652834)
 [0,0.0652893)
 [0,0.0652967)
 [0,0.0653027)
 [0,0.0653033)
 [0,0.0653036)
 [0,0.0653099)
 [0,0.0653113)
 [0,0.0653117)
 [0,0.0653123)
 [0,0.0653141)
 [0,0.0653191)
 [0,0.0653202)
 [0,0.0653204)
 [0,0.0653252)
 [0,0.0653275)
 [0,0.0653279)
 [0,0.065328)
 [0,0.0653307)
 [0,0.0653349)
 [0,0.0653403)
 [0,0.0653489)
 [0,0.065353)
 [0,0.0653638)
 [0,0.0653669)
 [0,0.065368)
 [0,0.065374)
 [0,0.0653792)
 [0,0.065381)
 [0,0.0653854)
 [0,0.065391)
 [0,0.0653928)
 [0,0.0653976)
 [0,0.0653988)
 [0,0.0653989)
 [0,0.0654032)
 [0,0.0654041)
 [0,0.0654052)
 [0,0.065407)
 [0,0.0654081)
 [0,0.0654084)
 [0,0.0654112)
 [0,0.0654138)
 [0,0.0654166)
 [0,0.0654193)
 [0,0.0654203)
 [0,0.0654204)
 [0,0.0654216)
 [0,0.0654269)
 [0,0.0654277)
 [0,0.065428)
 [0,0.0654302)
 [0,0.0654319)
 [0,0.0654351)
 [0,0.065437)
 [0,0.0654373)
 [0,0.0654422)
 [0,0.0654427)
 [0,0.0654434)
 [0,0.0654463)
 [0,0.0654493)
 [0,0.0654514)
 [0,0.0654546)
 [0,0.0654591)
 [0,0.0654598)
 [0,0.0654633)
 [0,0.0654657)
 [0,0.0654689)
 [0,0.0654689)
 [0,0.0654713)
 [0,0.0654716)
 [0,0.0654728)
 [0,0.0654783)
 [0,0.0654788)
 [0,0.0654793)
 [0,0.0654798)
 [0,0.0654811)
 [0,0.0654817)
 [0,0.0654819)
 [0,0.0654918)
 [0,0.065494)
 [0,0.0654991)
 [0,0.0654999)
 [0,0.0655012)
 [0,0.0655066)
 [0,0.0655115)
 [0,0.0655216)
 [0,0.0655231)
 [0,0.0655241)
 [0,0.0655271)
 [0,0.0655271)
 [0,0.065537)
 [0,0.0655404)
 [0,0.0655444)
 [0,0.0655449)
 [0,0.0655467)
 [0,0.0655484)
 [0,0.0655485)
 [0,0.0655498)
 [0,0.0655502)
 [0,0.0655514)
 [0,0.0655535)
 [0,0.0655556)
 [0,0.0655591)
 [0,0.0655637)
 [0,0.0655694)
 [0,0.0655698)
 [0,0.0655707)
 [0,0.0655723)
 [0,0.0655743)
 [0,0.0655784)
 [0,0.065579)
 [0,0.0655812)
 [0,0.0655825)
 [0,0.0655827)
 [0,0.065586)
 [0,0.0655862)
 [0,0.065588)
 [0,0.0655897)
 [0,0.0655921)
 [0,0.0655924)
 [0,0.0655985)
 [0,0.0656001)
 [0,0.0656064)
 [0,0.0656068)
 [0,0.0656074)
 [0,0.0656076)
 [0,0.065608)
 [0,0.0656146)
 [0,0.0656166)
 [0,0.0656216)
 [0,0.0656299)
 [0,0.0656319)
 [0,0.065632)
 [0,0.0656368)
 [0,0.065639)
 [0,0.0656391)
 [0,0.0656396)
 [0,0.0656406)
 [0,0.0656441)
 [0,0.0656455)
 [0,0.0656497)
 [0,0.0656502)
 [0,0.0656579)
 [0,0.0656608)
 [0,0.0656609)
 [0,0.0656631)
 [0,0.0656639)
 [0,0.0656708)
 [0,0.0656823)
 [0,0.0656851)
 [0,0.0656924)
 [0,0.0656932)
 [0,0.0656964)
 [0,0.0656975)
 [0,0.0657001)
 [0,0.0657012)
 [0,0.0657048)
 [0,0.065709)
 [0,0.0657095)
 [0,0.0657096)
 [0,0.0657102)
 [0,0.0657104)
 [0,0.065712)
 [0,0.0657122)
 [0,0.0657151)
 [0,0.0657162)
 [0,0.0657166)
 [0,0.0657201)
 [0,0.0657211)
 [0,0.0657278)
 [0,0.0657404)
 [0,0.0657407)
 [0,0.0657421)
 [0,0.065743)
 [0,0.0657436)
 [0,0.0657454)
 [0,0.0657498)
 [0,0.0657507)
 [0,0.0657518)
 [0,0.0657525)
 [0,0.065754)
 [0,0.0657548)
 [0,0.0657608)
 [0,0.0657608)
 [0,0.0657689)
 [0,0.0657743)
 [0,0.0657791)
 [0,0.0657838)
 [0,0.065784)
 [0,0.0657917)
 [0,0.0657949)
 [0,0.0658022)
 [0,0.0658063)
 [0,0.0658084)
 [0,0.0658162)
 [0,0.0658172)
 [0,0.0658245)
 [0,0.0658322)
 [0,0.0658355)
 [0,0.0658365)
 [0,0.0658367)
 [0,0.0658395)
 [0,0.065842)
 [0,0.0658436)
 [0,0.0658447)
 [0,0.065848)
 [0,0.0658493)
 [0,0.0658498)
 [0,0.0658499)
 [0,0.0658517)
 [0,0.0658572)
 [0,0.0658578)
 [0,0.0658623)
 [0,0.0658669)
 [0,0.0658699)
 [0,0.0658704)
 [0,0.065871)
 [0,0.0658741)
 [0,0.0658787)
 [0,0.065881)
 [0,0.0658958)
 [0,0.0658976)
 [0,0.0659012)
 [0,0.065907)
 [0,0.0659119)
 [0,0.0659129)
 [0,0.0659195)
 [0,0.0659206)
 [0,0.0659275)
 [0,0.0659342)
 [0,0.0659367)
 [0,0.0659402)
 [0,0.0659415)
 [0,0.0659504)
 [0,0.0659542)
 [0,0.0659562)
 [0,0.0659568)
 [0,0.0659578)
 [0,0.0659596)
 [0,0.06596)
 [0,0.0659605)
 [0,0.0659628)
 [0,0.065965)
 [0,0.0659668)
 [0,0.0659756)
 [0,0.0659761)
 [0,0.0659765)
 [0,0.0659923)
 [0,0.0659954)
 [0,0.0660009)
 [0,0.0660017)
 [0,0.0660099)
 [0,0.0660101)
 [0,0.0660117)
 [0,0.0660173)
 [0,0.0660191)
 [0,0.0660191)
 [0,0.0660241)
 [0,0.0660274)
 [0,0.066035)
 [0,0.0660385)
 [0,0.06604)
 [0,0.066043)
 [0,0.0660447)
 [0,0.0660452)
 [0,0.066048)
 [0,0.0660482)
 [0,0.0660482)
 [0,0.0660485)
 [0,0.0660543)
 [0,0.0660565)
 [0,0.0660597)
 [0,0.0660615)
 [0,0.0660629)
 [0,0.0660633)
 [0,0.0660663)
 [0,0.0660689)
 [0,0.0660714)
 [0,0.0660783)
 [0,0.0660869)
 [0,0.066087)
 [0,0.0660899)
 [0,0.0660931)
 [0,0.0660965)
 [0,0.0660967)
 [0,0.0660979)
 [0,0.0660979)
 [0,0.0661006)
 [0,0.0661061)
 [0,0.0661092)
 [0,0.0661126)
 [0,0.0661127)
 [0,0.0661136)
 [0,0.0661206)
 [0,0.0661279)
 [0,0.0661325)
 [0,0.0661348)
 [0,0.066135)
 [0,0.0661368)
 [0,0.0661369)
 [0,0.0661387)
 [0,0.0661419)
 [0,0.0661633)
 [0,0.0661652)
 [0,0.0661654)
 [0,0.0661654)
 [0,0.0661709)
 [0,0.0661715)
 [0,0.0661721)
 [0,0.0661733)
 [0,0.0661757)
 [0,0.0661802)
 [0,0.066181)
 [0,0.0661819)
 [0,0.0661827)
 [0,0.0661831)
 [0,0.0661879)
 [0,0.0661888)
 [0,0.066189)
 [0,0.0661909)
 [0,0.0661911)
 [0,0.0661921)
 [0,0.0661931)
 [0,0.0661938)
 [0,0.0661948)
 [0,0.0661966)
 [0,0.0661975)
 [0,0.0662024)
 [0,0.0662058)
 [0,0.0662071)
 [0,0.0662072)
 [0,0.0662075)
 [0,0.0662078)
 [0,0.0662107)
 [0,0.0662143)
 [0,0.0662148)
 [0,0.0662171)
 [0,0.0662178)
 [0,0.0662191)
 [0,0.0662226)
 [0,0.0662276)
 [0,0.0662277)
 [0,0.0662293)
 [0,0.0662301)
 [0,0.0662306)
 [0,0.0662316)
 [0,0.0662326)
 [0,0.0662346)
 [0,0.0662372)
 [0,0.0662386)
 [0,0.0662394)
 [0,0.0662398)
 [0,0.0662417)
 [0,0.0662426)
 [0,0.0662436)
 [0,0.0662472)
 [0,0.0662493)
 [0,0.0662534)
 [0,0.0662566)
 [0,0.0662574)
 [0,0.066259)
 [0,0.0662607)
 [0,0.0662617)
 [0,0.0662633)
 [0,0.0662678)
 [0,0.0662699)
 [0,0.0662728)
 [0,0.0662733)
 [0,0.0662762)
 [0,0.0662823)
 [0,0.0662836)
 [0,0.0662962)
 [0,0.0662967)
 [0,0.0662996)
 [0,0.0663008)
 [0,0.066302)
 [0,0.0663022)
 [0,0.0663061)
 [0,0.0663095)
 [0,0.0663147)
 [0,0.0663158)
 [0,0.0663218)
 [0,0.0663219)
 [0,0.0663219)
 [0,0.0663232)
 [0,0.0663254)
 [0,0.0663263)
 [0,0.0663331)
 [0,0.0663384)
 [0,0.0663416)
 [0,0.0663545)
 [0,0.0663547)
 [0,0.0663562)
 [0,0.0663572)
 [0,0.0663622)
 [0,0.0663624)
 [0,0.0663657)
 [0,0.0663665)
 [0,0.0663669)
 [0,0.066369)
 [0,0.0663724)
 [0,0.066374)
 [0,0.0663797)
 [0,0.0663804)
 [0,0.0663812)
 [0,0.0663818)
 [0,0.0663822)
 [0,0.0663845)
 [0,0.066386)
 [0,0.0663867)
 [0,0.0663926)
 [0,0.0663991)
 [0,0.0664017)
 [0,0.0664021)
 [0,0.0664024)
 [0,0.0664085)
 [0,0.0664086)
 [0,0.0664118)
 [0,0.0664152)
 [0,0.0664195)
 [0,0.0664217)
 [0,0.0664243)
 [0,0.0664273)
 [0,0.0664373)
 [0,0.0664392)
 [0,0.0664402)
 [0,0.0664419)
 [0,0.0664427)
 [0,0.0664437)
 [0,0.0664465)
 [0,0.0664568)
 [0,0.0664585)
 [0,0.066461)
 [0,0.0664629)
 [0,0.0664635)
 [0,0.0664672)
 [0,0.0664685)
 [0,0.0664703)
 [0,0.0664734)
 [0,0.0664879)
 [0,0.0664907)
 [0,0.0664915)
 [0,0.0664997)
 [0,0.0665059)
 [0,0.066507)
 [0,0.0665104)
 [0,0.0665114)
 [0,0.066513)
 [0,0.0665141)
 [0,0.0665163)
 [0,0.0665175)
 [0,0.0665185)
 [0,0.0665192)
 [0,0.0665193)
 [0,0.066521)
 [0,0.0665223)
 [0,0.0665226)
 [0,0.0665243)
 [0,0.0665277)
 [0,0.0665285)
 [0,0.066529)
 [0,0.0665318)
 [0,0.0665418)
 [0,0.0665483)
 [0,0.0665502)
 [0,0.066551)
 [0,0.0665581)
 [0,0.0665606)
 [0,0.0665609)
 [0,0.0665635)
 [0,0.0665672)
 [0,0.066586)
 [0,0.0665863)
 [0,0.066588)
 [0,0.0665885)
 [0,0.0665893)
 [0,0.0665902)
 [0,0.0665905)
 [0,0.066599)
 [0,0.0666052)
 [0,0.0666056)
 [0,0.0666106)
 [0,0.0666134)
 [0,0.0666146)
 [0,0.0666152)
 [0,0.0666194)
 [0,0.0666241)
 [0,0.0666254)
 [0,0.0666259)
 [0,0.0666295)
 [0,0.066631)
 [0,0.0666348)
 [0,0.066636)
 [0,0.066636)
 [0,0.0666386)
 [0,0.0666467)
 [0,0.0666483)
 [0,0.0666555)
 [0,0.0666591)
 [0,0.0666607)
 [0,0.0666632)
 [0,0.0666639)
 [0,0.0666658)
 [0,0.0666675)
 [0,0.0666679)
 [0,0.066672)
 [0,0.0666824)
 [0,0.066683)
 [0,0.0666852)
 [0,0.0666859)
 [0,0.0666877)
 [0,0.0666883)
 [0,0.0666887)
 [0,0.0666902)
 [0,0.0666921)
 [0,0.0666948)
 [0,0.0666963)
 [0,0.0667064)
 [0,0.0667077)
 [0,0.066708)
 [0,0.0667118)
 [0,0.0667132)
 [0,0.0667171)
 [0,0.0667232)
 [0,0.0667255)
 [0,0.0667271)
 [0,0.0667309)
 [0,0.0667327)
 [0,0.0667335)
 [0,0.0667361)
 [0,0.0667398)
 [0,0.0667408)
 [0,0.0667474)
 [0,0.0667507)
 [0,0.066754)
 [0,0.0667562)
 [0,0.0667579)
 [0,0.0667588)
 [0,0.0667596)
 [0,0.0667685)
 [0,0.0667734)
 [0,0.0667798)
 [0,0.0667811)
 [0,0.0667872)
 [0,0.0667894)
 [0,0.0667924)
 [0,0.0667954)
 [0,0.0667998)
 [0,0.0668014)
 [0,0.0668048)
 [0,0.0668064)
 [0,0.0668076)
 [0,0.0668097)
 [0,0.0668132)
 [0,0.0668158)
 [0,0.0668194)
 [0,0.0668227)
 [0,0.0668266)
 [0,0.0668312)
 [0,0.0668322)
 [0,0.0668337)
 [0,0.0668396)
 [0,0.0668419)
 [0,0.0668426)
 [0,0.0668466)
 [0,0.0668496)
 [0,0.0668539)
 [0,0.0668545)
 [0,0.0668549)
 [0,0.066855)
