point cloud with 15000 points in dimension 3
distance matrix with 15000 points
value range: [0.0778989,14.0916]
 [0,0.105884)
 [0,0.105886)
 [0,0.105886)
 [0,0.105891)
 [0,0.105905)
 [0,0.105907)
 [0,0.105911)
 [0,0.105917)
 [0,0.10592)
 [0,0.105921)
 [0,0.105924)
 [0,0.105933)
 [0,0.105944)
 [0,0.105945)
 [0,0.105946)
 [0,0.10595)
 [0,0.10595)
 [0,0.10596)
 [0,0.105961)
 [0,0.105967)
 [0,0.105967)
 [0,0.105973)
 [0,0.105984)
 [0,0.105989)
 [0,0.105989)
 [0,0.105994)
 [0,0.106002)
 [0,0.106003)
 [0,0.106005)
 [0,0.106007)
 [0,0.106008)
 [0,0.106008)
 [0,0.10601)
 [0,0.106011)
 [0,0.106014)
 [0,0.106017)
 [0,0.106019)
 [0,0.106024)
 [0,0.10603)
 [0,0.106031)
 [0,0.106033)
 [0,0.106034)
 [0,0.106035)
 [0,0.106037)
 [0,0.106037)
 [0,0.106039)
 [0,0.106043)
 [0,0.106044)
 [0,0.106047)
 [0,0.10605)
 [0,0.106053)
 [0,0.106056)
 [0,0.106068)
 [0,0.106071)
 [0,0.106074)
 [0,0.106075)
 [0,0.106078)
 [0,0.10608)
 [0,0.106086)
 [0,0.106086)
 [0,0.10609)
 [0,0.10609)
 [0,0.106091)
 [0,0.106091)
 [0,0.106094)
 [0,0.106099)
 [0,0.106101)
 [0,0.106103)
 [0,0.10611)
 [0,0.106112)
 [0,0.106116)
 [0,0.10612)
 [0,0.106126)
 [0,0.106129)
 [0,0.106132)
 [0,0.106134)
 [0,0.106135)
 [0,0.106139)
 [0,0.106145)
 [0,0.106149)
 [0,0.106149)
 [0,0.10615)
 [0,0.106153)
 [0,0.106156)
 [0,0.106157)
 [0,0.106157)
 [0,0.106157)
 [0,0.106159)
 [0,0.106162)
 [0,0.106163)
 [0,0.106166)
 [0,0.106166)
 [0,0.106167)
 [0,0.106171)
 [0,0.106179)
 [0,0.106179)
 [0,0.106181)
 [0,0.106183)
 [0,0.106189)
 [0,0.106191)
 [0,0.106194)
 [0,0.106197)
 [0,0.106197)
 [0,0.106199)
 [0,0.1062)
 [0,0.1062)
 [0,0.1062)
 [0,0.106202)
 [0,0.106203)
 [0,0.106206)
 [0,0.10621)
 [0,0.10621)
 [0,0.106212)
 [0,0.106213)
 [0,0.106213)
 [0,0.106217)
 [0,0.10622)
 [0,0.106221)
 [0,0.106222)
 [0,0.106224)
 [0,0.10623)
 [0,0.106232)
 [0,0.106242)
 [0,0.106243)
 [0,0.106245)
 [0,0.106247)
 [0,0.106252)
 [0,0.106256)
 [0,0.106257)
 [0,0.10626)
 [0,0.106263)
 [0,0.106263)
 [0,0.106265)
 [0,0.106265)
 [0,0.106268)
 [0,0.106269)
 [0,0.106269)
 [0,0.10627)
 [0,0.106271)
 [0,0.106274)
 [0,0.106275)
 [0,0.106277)
 [0,0.106277)
 [0,0.10628)
 [0,0.106281)
 [0,0.106287)
 [0,0.106288)
 [0,0.106295)
 [0,0.106298)
 [0,0.106302)
 [0,0.106305)
 [0,0.106305)
 [0,0.106311)
 [0,0.10632)
 [0,0.106321)
 [0,0.106322)
 [0,0.106322)
 [0,0.106328)
 [0,0.106332)
 [0,0.106334)
 [0,0.10634)
 [0,0.10634)
 [0,0.106342)
 [0,0.106344)
 [0,0.106345)
 [0,0.106346)
 [0,0.106348)
 [0,0.106349)
 [0,0.106352)
 [0,0.106354)
 [0,0.10636)
 [0,0.106362)
 [0,0.106368)
 [0,0.106373)
 [0,0.10638)
 [0,0.10638)
 [0,0.106384)
 [0,0.106387)
 [0,0.106389)
 [0,0.106391)
 [0,0.106405)
 [0,0.106407)
 [0,0.106409)
 [0,0.10641)
 [0,0.106412)
 [0,0.106415)
 [0,0.106416)
 [0,0.106424)
 [0,0.106424)
 [0,0.106436)
 [0,0.106438)
 [0,0.10644)
 [0,0.106444)
 [0,0.106445)
 [0,0.10645)
 [0,0.106453)
 [0,0.106455)
 [0,0.106458)
 [0,0.106465)
 [0,0.106478)
 [0,0.106481)
 [0,0.106484)
 [0,0.10649)
 [0,0.106492)
 [0,0.106512)
 [0,0.106512)
 [0,0.106512)
 [0,0.106518)
 [0,0.106521)
 [0,0.106524)
 [0,0.106525)
 [0,0.106532)
 [0,0.106533)
 [0,0.106533)
 [0,0.106534)
 [0,0.106536)
 [0,0.106537)
 [0,0.106548)
 [0,0.106549)
 [0,0.106552)
 [0,0.106552)
 [0,0.106553)
 [0,0.106554)
 [0,0.106555)
 [0,0.106563)
 [0,0.106563)
 [0,0.106575)
 [0,0.106575)
 [0,0.10658)
 [0,0.106586)
 [0,0.106587)
 [0,0.106588)
 [0,0.10659)
 [0,0.106594)
 [0,0.106598)
 [0,0.106602)
 [0,0.106602)
 [0,0.106606)
 [0,0.10661)
 [0,0.106614)
 [0,0.10662)
 [0,0.106625)
 [0,0.106627)
 [0,0.106628)
 [0,0.106628)
 [0,0.106632)
 [0,0.106634)
 [0,0.106636)
 [0,0.10664)
 [0,0.106647)
 [0,0.10665)
 [0,0.106651)
 [0,0.106668)
 [0,0.106669)
 [0,0.106675)
 [0,0.106685)
 [0,0.106696)
 [0,0.1067)
 [0,0.106703)
 [0,0.106703)
 [0,0.106705)
 [0,0.106707)
 [0,0.106711)
 [0,0.106717)
 [0,0.106723)
 [0,0.106727)
 [0,0.106727)
 [0,0.106737)
 [0,0.106741)
 [0,0.106742)
 [0,0.106745)
 [0,0.106745)
 [0,0.106751)
 [0,0.106758)
 [0,0.106758)
 [0,0.106759)
 [0,0.10676)
 [0,0.10676)
 [0,0.106764)
 [0,0.10677)
 [0,0.106771)
 [0,0.106772)
 [0,0.106772)
 [0,0.106776)
 [0,0.106778)
 [0,0.106779)
 [0,0.106783)
 [0,0.106784)
 [0,0.106785)
 [0,0.106785)
 [0,0.106786)
 [0,0.106787)
 [0,0.106789)
 [0,0.106793)
 [0,0.106794)
 [0,0.106796)
 [0,0.106798)
 [0,0.1068)
 [0,0.106805)
 [0,0.106807)
 [0,0.106808)
 [0,0.106809)
 [0,0.106812)
 [0,0.106821)
 [0,0.106823)
 [0,0.106823)
 [0,0.106826)
 [0,0.106827)
 [0,0.10683)
 [0,0.106831)
 [0,0.106837)
 [0,0.106842)
 [0,0.106845)
 [0,0.106848)
 [0,0.10685)
 [0,0.106851)
 [0,0.106855)
 [0,0.106859)
 [0,0.106864)
 [0,0.106883)
 [0,0.106885)
 [0,0.106885)
 [0,0.106888)
 [0,0.106888)
 [0,0.106889)
 [0,0.106892)
 [0,0.106893)
 [0,0.106894)
 [0,0.106898)
 [0,0.106899)
 [0,0.106904)
 [0,0.106904)
 [0,0.106904)
 [0,0.106909)
 [0,0.10691)
 [0,0.106911)
 [0,0.106912)
 [0,0.10692)
 [0,0.106923)
 [0,0.106926)
 [0,0.106928)
 [0,0.106929)
 [0,0.106935)
 [0,0.106936)
 [0,0.106936)
 [0,0.106936)
 [0,0.10695)
 [0,0.106961)
 [0,0.106965)
 [0,0.106965)
 [0,0.106967)
 [0,0.106973)
 [0,0.106982)
 [0,0.106983)
 [0,0.106983)
 [0,0.106985)
 [0,0.106987)
 [0,0.106992)
 [0,0.107003)
 [0,0.107011)
 [0,0.107016)
 [0,0.107016)
 [0,0.107021)
 [0,0.107022)
 [0,0.107029)
 [0,0.107034)
 [0,0.107035)
 [0,0.107036)
 [0,0.107041)
 [0,0.107042)
 [0,0.107045)
 [0,0.107049)
 [0,0.107051)
 [0,0.107053)
 [0,0.107055)
 [0,0.107055)
 [0,0.107058)
 [0,0.107059)
 [0,0.107059)
 [0,0.107064)
 [0,0.107072)
 [0,0.107073)
 [0,0.107081)
 [0,0.107086)
 [0,0.107086)
 [0,0.10709)
 [0,0.107094)
 [0,0.107094)
 [0,0.107095)
 [0,0.107096)
 [0,0.107097)
 [0,0.107104)
 [0,0.107112)
 [0,0.107113)
 [0,0.107116)
 [0,0.107116)
 [0,0.107118)
 [0,0.10712)
 [0,0.107122)
 [0,0.107122)
 [0,0.107126)
 [0,0.107127)
 [0,0.107128)
 [0,0.10713)
 [0,0.107131)
 [0,0.107135)
 [0,0.107135)
 [0,0.107137)
 [0,0.107143)
 [0,0.107144)
 [0,0.107147)
 [0,0.107155)
 [0,0.107157)
 [0,0.107158)
 [0,0.107159)
 [0,0.107164)
 [0,0.107164)
 [0,0.107165)
 [0,0.107168)
 [0,0.107169)
 [0,0.107173)
 [0,0.107174)
 [0,0.107175)
 [0,0.107177)
 [0,0.10718)
 [0,0.107187)
 [0,0.107189)
 [0,0.107189)
 [0,0.10719)
 [0,0.107192)
 [0,0.107193)
 [0,0.107195)
 [0,0.107195)
 [0,0.107197)
 [0,0.107198)
 [0,0.107205)
 [0,0.10721)
 [0,0.107216)
 [0,0.107221)
 [0,0.107224)
 [0,0.107225)
 [0,0.107227)
 [0,0.107228)
 [0,0.107229)
 [0,0.107234)
 [0,0.107242)
 [0,0.107247)
 [0,0.10725)
 [0,0.107254)
 [0,0.107257)
 [0,0.107271)
 [0,0.107273)
 [0,0.107273)
 [0,0.107275)
 [0,0.107275)
 [0,0.107278)
 [0,0.107279)
 [0,0.107279)
 [0,0.107285)
 [0,0.107286)
 [0,0.107289)
 [0,0.10729)
 [0,0.107292)
 [0,0.107296)
 [0,0.107299)
 [0,0.107302)
 [0,0.107304)
 [0,0.107308)
 [0,0.107308)
 [0,0.107308)
 [0,0.107311)
 [0,0.107319)
 [0,0.107323)
 [0,0.107329)
 [0,0.10733)
 [0,0.107336)
 [0,0.107338)
 [0,0.107341)
 [0,0.107345)
 [0,0.107348)
 [0,0.10735)
 [0,0.107351)
 [0,0.107354)
 [0,0.107355)
 [0,0.107356)
 [0,0.10736)
 [0,0.107362)
 [0,0.107362)
 [0,0.107364)
 [0,0.107372)
 [0,0.107372)
 [0,0.107372)
 [0,0.107374)
 [0,0.107375)
 [0,0.107376)
 [0,0.107377)
 [0,0.107379)
 [0,0.10738)
 [0,0.107385)
 [0,0.107388)
 [0,0.107392)
 [0,0.107395)
 [0,0.107395)
 [0,0.107398)
 [0,0.107399)
 [0,0.107401)
 [0,0.107411)
 [0,0.107412)
 [0,0.107414)
 [0,0.107416)
 [0,0.10742)
 [0,0.107423)
 [0,0.107426)
 [0,0.107428)
 [0,0.10743)
 [0,0.107432)
 [0,0.107432)
 [0,0.107433)
 [0,0.10745)
 [0,0.10745)
 [0,0.107451)
 [0,0.107466)
 [0,0.107479)
 [0,0.107481)
 [0,0.107482)
 [0,0.107485)
 [0,0.107488)
 [0,0.107494)
 [0,0.107498)
 [0,0.107498)
 [0,0.107501)
 [0,0.107507)
 [0,0.107514)
 [0,0.107521)
 [0,0.107523)
 [0,0.107524)
 [0,0.107529)
 [0,0.10753)
 [0,0.107531)
 [0,0.107541)
 [0,0.107541)
 [0,0.107542)
 [0,0.107543)
 [0,0.107543)
 [0,0.107544)
 [0,0.107545)
 [0,0.107546)
 [0,0.107546)
 [0,0.107549)
 [0,0.107549)
 [0,0.107549)
 [0,0.10755)
 [0,0.107551)
 [0,0.107553)
 [0,0.107553)
 [0,0.107554)
 [0,0.107555)
 [0,0.107557)
 [0,0.107561)
 [0,0.107574)
 [0,0.107577)
 [0,0.107577)
 [0,0.107579)
 [0,0.10758)
 [0,0.107583)
 [0,0.107591)
 [0,0.107593)
 [0,0.107595)
 [0,0.107596)
 [0,0.1076)
 [0,0.107603)
 [0,0.107605)
 [0,0.107606)
 [0,0.107608)
 [0,0.10762)
 [0,0.107623)
 [0,0.107623)
 [0,0.107624)
 [0,0.107624)
 [0,0.107624)
 [0,0.107627)
 [0,0.107627)
 [0,0.107629)
 [0,0.107629)
 [0,0.107632)
 [0,0.107635)
 [0,0.107637)
 [0,0.10764)
 [0,0.107643)
 [0,0.107643)
 [0,0.107645)
 [0,0.107645)
 [0,0.107646)
 [0,0.107648)
 [0,0.107653)
 [0,0.107664)
 [0,0.10767)
 [0,0.107671)
 [0,0.107673)
 [0,0.107674)
 [0,0.107676)
 [0,0.107677)
 [0,0.107691)
 [0,0.107696)
 [0,0.107696)
 [0,0.107698)
 [0,0.107699)
 [0,0.107705)
 [0,0.107705)
 [0,0.107716)
 [0,0.107716)
 [0,0.107716)
 [0,0.107722)
 [0,0.107726)
 [0,0.107726)
 [0,0.107727)
 [0,0.107737)
 [0,0.10774)
 [0,0.107747)
 [0,0.107747)
 [0,0.10775)
 [0,0.107757)
 [0,0.10777)
 [0,0.107772)
 [0,0.107773)
 [0,0.107777)
 [0,0.107779)
 [0,0.10778)
 [0,0.107783)
 [0,0.10779)
 [0,0.10779)
 [0,0.107794)
 [0,0.107797)
 [0,0.107799)
 [0,0.107799)
 [0,0.107807)
 [0,0.107809)
 [0,0.10781)
 [0,0.10781)
 [0,0.10781)
 [0,0.107813)
 [0,0.107822)
 [0,0.107826)
 [0,0.107834)
 [0,0.107844)
 [0,0.107848)
 [0,0.107849)
 [0,0.107853)
 [0,0.107856)
 [0,0.107858)
 [0,0.107865)
 [0,0.107867)
 [0,0.107878)
 [0,0.107887)
 [0,0.107888)
 [0,0.107892)
 [0,0.107893)
 [0,0.107895)
 [0,0.107897)
 [0,0.107897)
 [0,0.107901)
 [0,0.107902)
 [0,0.107906)
 [0,0.10791)
 [0,0.10791)
 [0,0.10791)
 [0,0.107912)
 [0,0.107914)
 [0,0.107915)
 [0,0.107916)
 [0,0.107922)
 [0,0.10794)
 [0,0.107941)
 [0,0.107941)
 [0,0.107944)
 [0,0.107945)
 [0,0.107951)
 [0,0.107955)
 [0,0.107963)
 [0,0.107966)
 [0,0.107969)
 [0,0.107973)
 [0,0.107983)
 [0,0.107987)
 [0,0.10799)
 [0,0.108003)
 [0,0.108007)
 [0,0.108009)
 [0,0.108012)
 [0,0.108012)
 [0,0.108012)
 [0,0.108025)
 [0,0.108033)
 [0,0.108034)
 [0,0.108037)
 [0,0.108042)
 [0,0.108042)
 [0,0.108052)
 [0,0.108056)
 [0,0.108056)
 [0,0.108061)
 [0,0.108066)
 [0,0.108072)
 [0,0.108075)
 [0,0.108076)
 [0,0.108083)
 [0,0.108089)
 [0,0.108096)
 [0,0.108097)
 [0,0.1081)
 [0,0.1081)
 [0,0.1081)
 [0,0.108105)
 [0,0.108106)
 [0,0.108107)
 [0,0.10811)
 [0,0.108114)
 [0,0.108117)
 [0,0.10812)
 [0,0.108121)
 [0,0.108126)
 [0,0.108127)
 [0,0.108128)
 [0,0.108129)
 [0,0.108133)
 [0,0.108134)
 [0,0.108139)
 [0,0.108147)
 [0,0.108148)
 [0,0.108148)
 [0,0.108151)
 [0,0.108151)
 [0,0.108151)
 [0,0.108152)
 [0,0.108152)
 [0,0.108153)
 [0,0.108157)
 [0,0.108158)
 [0,0.10816)
 [0,0.108163)
 [0,0.108171)
 [0,0.108176)
 [0,0.108178)
 [0,0.108178)
 [0,0.108179)
 [0,0.108181)
 [0,0.108182)
 [0,0.108184)
 [0,0.108186)
 [0,0.108188)
 [0,0.108189)
 [0,0.10819)
 [0,0.108195)
 [0,0.108197)
 [0,0.108198)
 [0,0.108199)
 [0,0.108201)
 [0,0.108213)
 [0,0.108227)
 [0,0.108227)
 [0,0.108231)
 [0,0.108231)
 [0,0.108237)
 [0,0.108238)
 [0,0.10824)
 [0,0.108249)
 [0,0.108258)
 [0,0.108259)
 [0,0.10826)
 [0,0.108279)
 [0,0.108279)
 [0,0.108286)
 [0,0.108287)
 [0,0.108293)
 [0,0.108305)
 [0,0.108306)
 [0,0.108316)
 [0,0.108317)
 [0,0.10832)
 [0,0.108322)
 [0,0.108324)
 [0,0.108326)
 [0,0.108327)
 [0,0.108331)
 [0,0.108333)
 [0,0.108339)
 [0,0.10834)
 [0,0.108342)
 [0,0.108345)
 [0,0.108346)
 [0,0.108348)
 [0,0.108348)
 [0,0.108349)
 [0,0.108349)
 [0,0.108354)
 [0,0.108359)
 [0,0.108361)
 [0,0.108362)
 [0,0.108364)
 [0,0.108366)
 [0,0.108367)
 [0,0.108377)
 [0,0.108378)
 [0,0.108388)
 [0,0.108388)
 [0,0.108391)
 [0,0.1084)
 [0,0.108403)
 [0,0.108407)
 [0,0.108407)
 [0,0.108408)
 [0,0.108408)
 [0,0.108411)
 [0,0.108412)
 [0,0.108412)
 [0,0.108413)
 [0,0.108417)
 [0,0.108419)
 [0,0.10842)
 [0,0.108422)
 [0,0.108427)
 [0,0.108438)
 [0,0.108441)
 [0,0.108441)
 [0,0.108442)
 [0,0.108445)
 [0,0.108448)
 [0,0.108451)
 [0,0.108451)
 [0,0.108453)
 [0,0.108454)
 [0,0.108457)
 [0,0.108458)
 [0,0.108459)
 [0,0.108465)
 [0,0.108469)
 [0,0.108474)
 [0,0.108483)
 [0,0.108487)
 [0,0.108488)
 [0,0.108488)
 [0,0.10849)
 [0,0.108495)
 [0,0.108502)
 [0,0.108503)
 [0,0.108504)
 [0,0.108504)
 [0,0.108506)
 [0,0.108508)
 [0,0.108508)
 [0,0.108509)
 [0,0.108509)
 [0,0.108509)
 [0,0.10851)
 [0,0.108512)
 [0,0.108516)
 [0,0.108516)
 [0,0.108518)
 [0,0.108522)
 [0,0.108522)
 [0,0.108523)
 [0,0.108523)
 [0,0.108524)
 [0,0.108524)
 [0,0.108525)
 [0,0.108528)
 [0,0.10853)
 [0,0.108531)
 [0,0.108533)
 [0,0.108538)
 [0,0.108539)
 [0,0.108548)
 [0,0.108549)
 [0,0.108549)
 [0,0.108553)
 [0,0.108555)
 [0,0.108556)
 [0,0.108569)
 [0,0.108572)
 [0,0.108576)
 [0,0.108578)
 [0,0.108589)
 [0,0.108592)
 [0,0.108597)
 [0,0.108597)
 [0,0.108598)
 [0,0.10861)
 [0,0.108612)
 [0,0.108627)
 [0,0.108631)
 [0,0.108636)
 [0,0.108636)
 [0,0.108637)
 [0,0.108648)
 [0,0.108654)
 [0,0.108659)
 [0,0.108661)
 [0,0.108662)
 [0,0.108672)
 [0,0.108675)
 [0,0.108678)
 [0,0.108681)
 [0,0.108683)
 [0,0.108683)
 [0,0.108687)
 [0,0.10869)
 [0,0.108691)
 [0,0.108697)
 [0,0.1087)
 [0,0.108704)
 [0,0.108706)
 [0,0.10871)
 [0,0.108711)
 [0,0.108712)
 [0,0.108713)
 [0,0.108718)
 [0,0.108718)
 [0,0.108718)
 [0,0.108719)
 [0,0.108722)
 [0,0.108723)
 [0,0.108724)
 [0,0.108725)
 [0,0.108728)
 [0,0.108729)
 [0,0.108737)
 [0,0.108737)
 [0,0.108739)
 [0,0.108744)
 [0,0.108752)
 [0,0.108753)
 [0,0.108756)
 [0,0.108757)
 [0,0.108761)
 [0,0.108769)
 [0,0.10877)
 [0,0.108777)
 [0,0.108779)
 [0,0.108781)
 [0,0.108782)
 [0,0.108784)
 [0,0.108785)
 [0,0.108785)
 [0,0.108791)
 [0,0.108794)
 [0,0.108796)
 [0,0.1088)
 [0,0.1088)
 [0,0.1088)
 [0,0.108809)
 [0,0.108813)
 [0,0.108814)
 [0,0.108817)
 [0,0.108821)
 [0,0.108821)
 [0,0.108825)
 [0,0.108825)
 [0,0.108827)
 [0,0.108832)
 [0,0.108837)
 [0,0.108837)
 [0,0.108839)
 [0,0.108842)
 [0,0.108843)
 [0,0.108846)
 [0,0.108853)
 [0,0.108854)
 [0,0.108856)
 [0,0.108863)
 [0,0.108864)
 [0,0.108868)
 [0,0.10887)
 [0,0.108883)
 [0,0.108885)
 [0,0.108887)
 [0,0.108892)
 [0,0.108899)
 [0,0.108904)
 [0,0.108904)
 [0,0.108907)
 [0,0.108914)
 [0,0.108921)
 [0,0.108924)
 [0,0.108925)
 [0,0.108937)
 [0,0.108953)
 [0,0.108953)
 [0,0.108958)
 [0,0.108968)
 [0,0.108975)
 [0,0.108976)
 [0,0.108977)
 [0,0.108977)
 [0,0.108987)
 [0,0.108996)
 [0,0.108997)
 [0,0.108999)
 [0,0.109001)
 [0,0.109006)
 [0,0.109006)
 [0,0.109007)
 [0,0.109019)
 [0,0.10902)
 [0,0.109021)
 [0,0.109023)
 [0,0.109025)
 [0,0.109036)
 [0,0.109037)
 [0,0.10904)
 [0,0.10904)
 [0,0.109041)
 [0,0.109049)
 [0,0.109056)
 [0,0.109058)
 [0,0.109071)
 [0,0.109073)
 [0,0.109076)
 [0,0.10908)
 [0,0.109081)
 [0,0.1091)
 [0,0.109104)
 [0,0.109107)
 [0,0.109118)
 [0,0.109118)
 [0,0.109125)
 [0,0.109128)
 [0,0.109128)
 [0,0.109129)
 [0,0.109131)
 [0,0.109135)
 [0,0.109142)
 [0,0.109145)
 [0,0.109148)
 [0,0.109152)
 [0,0.109157)
 [0,0.109157)
 [0,0.109161)
 [0,0.109161)
 [0,0.109164)
 [0,0.109166)
 [0,0.109166)
 [0,0.109169)
 [0,0.10917)
 [0,0.109171)
 [0,0.109171)
 [0,0.109171)
 [0,0.109173)
 [0,0.109178)
 [0,0.109179)
 [0,0.10918)
 [0,0.109181)
 [0,0.109185)
 [0,0.10919)
 [0,0.109192)
 [0,0.109196)
 [0,0.109202)
 [0,0.109208)
 [0,0.109209)
 [0,0.109213)
 [0,0.109213)
 [0,0.109215)
 [0,0.109218)
 [0,0.109221)
 [0,0.109222)
 [0,0.109227)
 [0,0.109232)
 [0,0.109233)
 [0,0.109235)
 [0,0.109236)
 [0,0.109244)
 [0,0.109248)
 [0,0.109253)
 [0,0.109256)
 [0,0.109258)
 [0,0.109261)
 [0,0.109262)
 [0,0.109271)
 [0,0.109278)
 [0,0.109281)
 [0,0.109281)
 [0,0.10929)
 [0,0.109291)
 [0,0.109293)
 [0,0.109295)
 [0,0.109298)
 [0,0.109299)
 [0,0.1093)
 [0,0.109301)
 [0,0.109308)
 [0,0.109309)
 [0,0.109316)
 [0,0.109321)
 [0,0.109323)
 [0,0.109329)
 [0,0.109331)
 [0,0.109334)
 [0,0.109336)
 [0,0.109338)
 [0,0.109339)
 [0,0.109349)
 [0,0.109351)
 [0,0.109355)
 [0,0.109362)
 [0,0.109364)
 [0,0.109364)
 [0,0.109365)
 [0,0.109366)
 [0,0.109385)
 [0,0.109386)
 [0,0.109391)
 [0,0.109395)
 [0,0.109398)
 [0,0.1094)
 [0,0.109401)
 [0,0.109401)
 [0,0.109403)
 [0,0.109404)
 [0,0.109405)
 [0,0.109405)
 [0,0.109415)
 [0,0.109423)
 [0,0.109428)
 [0,0.109429)
 [0,0.109433)
 [0,0.109436)
 [0,0.109436)
 [0,0.109436)
 [0,0.109438)
 [0,0.10944)
 [0,0.109441)
 [0,0.109441)
 [0,0.109442)
 [0,0.109451)
 [0,0.109452)
 [0,0.109464)
 [0,0.109476)
 [0,0.109478)
 [0,0.109482)
 [0,0.109485)
 [0,0.109486)
 [0,0.109489)
 [0,0.10949)
 [0,0.109492)
 [0,0.109499)
 [0,0.109501)
 [0,0.109503)
 [0,0.109523)
 [0,0.109528)
 [0,0.109529)
 [0,0.109533)
 [0,0.109535)
 [0,0.109536)
 [0,0.109539)
 [0,0.109543)
 [0,0.109544)
 [0,0.109544)
 [0,0.109547)
 [0,0.109552)
 [0,0.109557)
 [0,0.109559)
 [0,0.109568)
 [0,0.109576)
 [0,0.109583)
 [0,0.109585)
 [0,0.109585)
 [0,0.109585)
 [0,0.109586)
 [0,0.109591)
 [0,0.109598)
 [0,0.109599)
 [0,0.109599)
 [0,0.109601)
 [0,0.109602)
 [0,0.109602)
 [0,0.109605)
 [0,0.109605)
 [0,0.109607)
 [0,0.109612)
 [0,0.109621)
 [0,0.109622)
 [0,0.109624)
 [0,0.109626)
 [0,0.109628)
 [0,0.109629)
 [0,0.10963)
 [0,0.109632)
 [0,0.109633)
 [0,0.109634)
 [0,0.109634)
 [0,0.109635)
 [0,0.109635)
 [0,0.109647)
 [0,0.10965)
 [0,0.109654)
 [0,0.109655)
 [0,0.109655)
 [0,0.109656)
 [0,0.109657)
 [0,0.109658)
 [0,0.109661)
 [0,0.109665)
 [0,0.109669)
 [0,0.109669)
 [0,0.10968)
 [0,0.109689)
 [0,0.109694)
 [0,0.109699)
 [0,0.1097)
 [0,0.109703)
 [0,0.109709)
 [0,0.109712)
 [0,0.109714)
 [0,0.109715)
 [0,0.109717)
 [0,0.109719)
 [0,0.10972)
 [0,0.109727)
 [0,0.109729)
 [0,0.109731)
 [0,0.109737)
 [0,0.109743)
 [0,0.109743)
 [0,0.109743)
 [0,0.109744)
 [0,0.109748)
 [0,0.109749)
 [0,0.109755)
 [0,0.109756)
 [0,0.109761)
 [0,0.109762)
 [0,0.109764)
 [0,0.109764)
 [0,0.109764)
 [0,0.109769)
 [0,0.10977)
 [0,0.109772)
 [0,0.10978)
 [0,0.109782)
 [0,0.109783)
 [0,0.109795)
 [0,0.109796)
 [0,0.109797)
 [0,0.109801)
 [0,0.109806)
 [0,0.109806)
 [0,0.109807)
 [0,0.109809)
 [0,0.10981)
 [0,0.109812)
 [0,0.109813)
 [0,0.109814)
 [0,0.109819)
 [0,0.109824)
 [0,0.109825)
 [0,0.109825)
 [0,0.109826)
 [0,0.109826)
 [0,0.109826)
 [0,0.109827)
 [0,0.109829)
 [0,0.109844)
 [0,0.109845)
 [0,0.109847)
 [0,0.109848)
 [0,0.109852)
 [0,0.109855)
 [0,0.109856)
 [0,0.109858)
 [0,0.109862)
 [0,0.10987)
 [0,0.109873)
 [0,0.109875)
 [0,0.109876)
 [0,0.109878)
 [0,0.10988)
 [0,0.10988)
 [0,0.109885)
 [0,0.109887)
 [0,0.109891)
 [0,0.109893)
 [0,0.109894)
 [0,0.109898)
 [0,0.109902)
 [0,0.109903)
 [0,0.109906)
 [0,0.10991)
 [0,0.109917)
 [0,0.109917)
 [0,0.109918)
 [0,0.109919)
 [0,0.109919)
 [0,0.109924)
 [0,0.109925)
 [0,0.109925)
 [0,0.109928)
 [0,0.109933)
 [0,0.109941)
 [0,0.109942)
 [0,0.109949)
 [0,0.109953)
 [0,0.109958)
 [0,0.10996)
 [0,0.109963)
 [0,0.109966)
 [0,0.109966)
 [0,0.109973)
 [0,0.109977)
 [0,0.109982)
 [0,0.109984)
 [0,0.109986)
 [0,0.109986)
 [0,0.109987)
 [0,0.109997)
 [0,0.11)
 [0,0.110004)
 [0,0.110014)
 [0,0.110015)
 [0,0.110015)
 [0,0.110018)
 [0,0.110018)
 [0,0.11002)
 [0,0.110021)
 [0,0.110021)
 [0,0.110025)
 [0,0.110026)
 [0,0.110031)
 [0,0.110031)
 [0,0.110031)
 [0,0.110033)
 [0,0.110034)
 [0,0.110035)
 [0,0.110036)
 [0,0.110039)
 [0,0.110039)
 [0,0.110045)
 [0,0.110058)
 [0,0.110065)
 [0,0.110069)
 [0,0.110069)
 [0,0.110071)
 [0,0.110071)
 [0,0.110072)
 [0,0.110076)
 [0,0.11008)
 [0,0.11008)
 [0,0.110082)
 [0,0.110092)
 [0,0.110099)
 [0,0.1101)
 [0,0.110106)
 [0,0.110106)
 [0,0.110109)
 [0,0.11011)
 [0,0.110111)
 [0,0.110118)
 [0,0.110124)
 [0,0.110125)
 [0,0.110126)
 [0,0.110127)
 [0,0.110129)
 [0,0.11013)
 [0,0.110132)
 [0,0.110135)
 [0,0.110136)
 [0,0.110139)
 [0,0.110144)
 [0,0.110144)
 [0,0.110145)
 [0,0.110147)
 [0,0.110149)
 [0,0.110156)
 [0,0.110164)
 [0,0.110175)
 [0,0.110176)
 [0,0.110177)
 [0,0.110179)
 [0,0.110187)
 [0,0.110187)
 [0,0.110189)
 [0,0.110192)
 [0,0.110193)
 [0,0.110194)
 [0,0.1102)
 [0,0.110202)
 [0,0.110203)
 [0,0.110206)
 [0,0.110209)
 [0,0.11021)
 [0,0.110214)
 [0,0.110219)
 [0,0.110222)
 [0,0.110223)
 [0,0.110229)
 [0,0.110229)
 [0,0.110231)
